"Date","Price","Open","High","Low","Change %"
"Mar 07","0.6787","0.6736","0.6870","0.6717","0.70%"
"Feb 07","0.6740","0.6630","0.6761","0.6570","1.57%"
"Jan 07","0.6636","0.6735","0.6765","0.6534","-1.54%"
"Dec 06","0.6740","0.6733","0.6792","0.6687","0.03%"
"Nov 06","0.6738","0.6690","0.6797","0.6674","0.72%"
"Oct 06","0.6690","0.6764","0.6787","0.6666","-1.15%"
"Sep 06","0.6768","0.6721","0.6822","0.6681","0.65%"
"Aug 06","0.6724","0.6831","0.6843","0.6716","-1.62%"
"Jul 06","0.6835","0.6920","0.6966","0.6807","-1.26%"
"Jun 06","0.6922","0.6847","0.6950","0.6807","1.07%"
"May 06","0.6849","0.6921","0.6925","0.6752","-0.98%"
"Apr 06","0.6917","0.6976","0.7026","0.6888","-0.80%"
"Mar 06","0.6973","0.6795","0.6986","0.6790","2.60%"
"Feb 06","0.6796","0.6830","0.6889","0.6776","-0.54%"
"Jan 06","0.6833","0.6875","0.6914","0.6805","-0.68%"
"Dec 05","0.6880","0.6816","0.6911","0.6717","0.95%"
"Nov 05","0.6815","0.6772","0.6884","0.6701","0.65%"
"Oct 05","0.6771","0.6821","0.6905","0.6746","-0.72%"
"Sep 05","0.6820","0.6839","0.6856","0.6707","-0.37%"
"Aug 05","0.6845","0.6898","0.6971","0.6761","-0.84%"
"Jul 05","0.6903","0.6753","0.6995","0.6743","2.21%"
"Jun 05","0.6754","0.6769","0.6779","0.6601","-0.27%"
"May 05","0.6772","0.6744","0.6905","0.6736","0.40%"
"Apr 05","0.6745","0.6855","0.6890","0.6735","-1.66%"
"Mar 05","0.6859","0.6882","0.7000","0.6850","-0.41%"
"Feb 05","0.6887","0.6921","0.6965","0.6840","-0.46%"
"Jan 05","0.6919","0.7058","0.7097","0.6892","-2.14%"
"Dec 04","0.7070","0.6954","0.7108","0.6837","1.64%"
"Nov 04","0.6956","0.6961","0.7034","0.6890","0.00%"
"Oct 04","0.6956","0.6859","0.6978","0.6847","1.36%"
"Sep 04","0.6863","0.6754","0.6882","0.6746","1.46%"
"Aug 04","0.6764","0.6632","0.6784","0.6573","2.44%"
"Jul 04","0.6603","0.6696","0.6739","0.6581","-1.45%"
"Jun 04","0.6700","0.6648","0.6724","0.6539","0.71%"
"May 04","0.6653","0.6738","0.6817","0.6636","-1.20%"
"Apr 04","0.6734","0.6672","0.6769","0.6541","0.96%"
"Mar 04","0.6670","0.6683","0.6846","0.6609","-0.25%"
"Feb 04","0.6687","0.6840","0.6891","0.6648","-2.21%"
"Jan 04","0.6838","0.7049","0.7064","0.6816","-2.99%"
"Dec 03","0.7049","0.6958","0.7091","0.6935","1.24%"
"Nov 03","0.6963","0.6826","0.7037","0.6801","1.87%"
"Oct 03","0.6835","0.7015","0.7123","0.6822","-2.59%"
"Sep 03","0.7017","0.6957","0.7072","0.6870","0.80%"
"Aug 03","0.6961","0.6972","0.7080","0.6885","-0.19%"
"Jul 03","0.6974","0.6950","0.7151","0.6854","0.24%"
"Jun 03","0.6957","0.7203","0.7227","0.6859","-3.43%"
"May 03","0.7204","0.6989","0.7255","0.6952","2.96%"
"Apr 03","0.6997","0.6898","0.6998","0.6808","1.38%"
"Mar 03","0.6902","0.6850","0.6929","0.6711","0.58%"
"Feb 03","0.6862","0.6545","0.6868","0.6509","4.99%"
"Jan 03","0.6536","0.6512","0.6657","0.6465","0.31%"
"Dec 02","0.6516","0.6385","0.6552","0.6336","2.02%"
"Nov 02","0.6387","0.6329","0.6435","0.6300","0.90%"
"Oct 02","0.6330","0.6288","0.6365","0.6243","0.62%"
"Sep 02","0.6291","0.6333","0.6383","0.6237","-0.73%"
"Aug 02","0.6337","0.6244","0.6429","0.6240","1.34%"
"Jul 02","0.6253","0.6467","0.6506","0.6235","-3.31%"
"Jun 02","0.6467","0.6398","0.6543","0.6362","0.67%"
"May 02","0.6424","0.6172","0.6424","0.6155","4.00%"
"Apr 02","0.6177","0.6108","0.6208","0.6094","1.01%"
"Mar 02","0.6115","0.6132","0.6232","0.6080","-0.33%"
"Feb 02","0.6135","0.6083","0.6201","0.6066","0.81%"
"Jan 02","0.6086","0.6116","0.6285","0.6073","-0.67%"
"Dec 01","0.6127","0.6284","0.6306","0.6035","-2.67%"
"Nov 01","0.6295","0.6186","0.6296","0.6094","1.76%"
"Oct 01","0.6186","0.6177","0.6303","0.6156","0.06%"
"Sep 01","0.6182","0.6260","0.6347","0.6065","-1.50%"
"Aug 01","0.6276","0.6144","0.6368","0.6130","2.05%"
"Jul 01","0.6150","0.5999","0.6189","0.5949","2.45%"
"Jun 01","0.6003","0.5952","0.6224","0.5947","0.65%"
"May 01","0.5964","0.6199","0.6258","0.5949","-3.81%"
"Apr 01","0.6200","0.6178","0.6319","0.6115","0.00%"
"Mar 01","0.6200","0.6390","0.6418","0.6125","-3.02%"
"Feb 01","0.6393","0.6399","0.6434","0.6215","-0.08%"
"Jan 01","0.6398","0.6298","0.6448","0.6207","1.54%"
"Dec 00","0.6301","0.6113","0.6314","0.6000","3.06%"
